id,MLM,HLM
TEST_061,30.987249999999975,64.80476999999998
TEST_062,53.18622000000004,61.38219
TEST_063,35.18113000000001,35.071560000000005
TEST_064,39.56541,55.06392000000001
TEST_065,58.80058000000002,79.64413999999992
TEST_066,30.410729999999997,41.77269000000003
TEST_067,39.40329000000003,22.466479999999983
TEST_068,31.096549999999983,67.95504
TEST_069,7.234230000000007,77.20386
TEST_070,23.85136,62.084919999999975
TEST_071,30.232670000000017,69.7622
TEST_072,19.34712,66.84039
TEST_073,21.453020000000002,54.677899999999994
TEST_074,46.99126999999996,32.20441000000001
TEST_075,73.91334999999998,62.516919999999985
TEST_076,44.68837000000001,75.74388000000003
TEST_077,29.207780000000007,39.50883000000001
TEST_078,21.164110000000008,66.20223999999997
TEST_079,26.45241,52.71879999999998
TEST_080,45.63630000000002,56.43676000000001
TEST_081,63.65371500000002,79.54886999999997
TEST_082,40.673190000000005,61.92579999999999
TEST_083,62.347339999999974,60.66777000000002
TEST_084,24.91565,34.687179999999984
TEST_085,67.49097999999995,66.05523999999997
TEST_086,26.521299999999997,38.389599999999966
TEST_087,69.81774999999999,57.551889999999965
TEST_088,36.14754000000001,58.22416999999999
TEST_089,50.496540000000024,41.81008999999998
TEST_090,16.268849999999997,66.38991999999993
TEST_091,31.195820000000005,51.33684000000001
TEST_092,32.58423999999998,35.13623999999999
TEST_093,43.81958999999998,54.99789999999997
TEST_094,59.74643666666664,78.79814000000003
TEST_095,31.50996000000002,61.07383999999996
TEST_096,51.68036999999997,89.79731833333324
TEST_097,58.35941999999996,56.369129999999984
TEST_098,32.80005999999999,24.309109999999997
TEST_099,22.70907,45.814509999999984
TEST_100,48.03411000000002,49.47336000000003
TEST_101,66.70439999999992,65.94597999999995
TEST_102,43.87267999999998,53.46090000000002
TEST_103,32.518289999999986,62.37145000000001
TEST_104,25.765500000000007,56.70278999999993
TEST_105,34.80477,37.50374999999996
TEST_106,19.006439999999998,30.48155000000002
TEST_107,15.112919999999995,71.05167999999999
TEST_108,34.92805999999998,48.963759999999986
TEST_109,30.65955000000001,57.62884749999998
TEST_110,27.109770000000022,81.16253999999992
TEST_111,29.865749999999995,61.86005000000001
TEST_112,62.10117,43.977549999999994
TEST_113,37.71241000000003,75.59226000000007
TEST_114,11.694769999999998,54.29818
TEST_115,47.726130000000005,17.868049999999997
TEST_116,16.632290000000005,63.77591999999997
TEST_117,33.614309999999996,41.77579
TEST_118,40.756080000000004,61.27585999999996
TEST_119,41.07384000000002,49.72393999999998
TEST_120,34.09668000000002,73.61045000000001
TEST_121,59.67128999999996,73.60104
TEST_122,17.719949999999987,58.43061999999997
TEST_123,42.29137999999998,53.45660999999998
TEST_124,6.4927099999999935,37.207830000000016
TEST_125,28.857650000000014,61.17780999999998
TEST_126,36.00298,87.10318999999996
TEST_127,32.08394999999999,61.705589999999944
TEST_128,82.99163999999995,76.10688999999995
TEST_129,36.01172,27.87434000000002
TEST_130,49.58861000000001,86.98764999999997
TEST_131,20.668630000000018,59.80480999999998
TEST_132,40.83785999999999,41.13190999999997
TEST_133,22.07953000000001,64.74273000000002
TEST_134,39.90400999999999,65.85678999999996
TEST_135,26.987590000000004,41.335379999999994
TEST_136,72.94951000000003,76.20462999999995
TEST_137,40.768669999999986,65.53735999999996
TEST_138,19.138160000000013,46.37362000000002
TEST_139,37.75826000000002,53.3077
TEST_140,13.782479999999994,25.912410000000005
TEST_141,45.27514999999998,55.029890000000016
TEST_142,40.262550000000026,30.325000000000017
TEST_143,30.417199999999994,53.23674
TEST_144,55.80707000000001,67.68369999999999
TEST_145,23.84062999999999,33.632460000000016
TEST_146,79.9150599999999,89.71274999999993
TEST_147,52.09273,59.019629999999964
TEST_148,12.128400000000005,11.182029999999992
TEST_149,34.99774999999999,44.72195000000001
TEST_150,33.011449999999996,57.649209999999975
TEST_151,78.89744999999995,60.76847999999999
TEST_152,60.79756999999999,61.738200000000006
TEST_153,24.28044999999999,17.632360000000016
TEST_154,57.84617999999992,66.53542000000004
TEST_155,34.48098000000002,60.051799999999936
TEST_156,18.88409,26.42363
TEST_157,65.70306000000001,53.24320999999998
TEST_158,53.638989999999986,47.45381000000001
TEST_159,16.358779999999992,26.489739999999987
TEST_160,69.25689999999997,54.589643333333335
TEST_161,45.86106000000001,40.03811000000004
TEST_162,49.99498000000001,58.90067000000001
TEST_163,54.610089999999985,57.09831999999999
TEST_164,17.135149999999996,67.59763999999994
TEST_165,24.220179999999996,49.30192999999996
TEST_166,36.38548,26.72333
TEST_167,36.64841000000001,33.102629999999984
TEST_168,40.624639999999985,61.831659999999964
TEST_169,12.665919999999998,24.353039999999996
TEST_170,6.783340000000006,54.81439999999997
TEST_171,50.23797000000001,53.15531999999997
TEST_172,27.042350000000006,63.83050000000002
TEST_173,50.89634999999998,34.17838999999998
TEST_174,28.40779000000002,27.21487000000001
TEST_175,30.294040000000017,83.45462999999998
TEST_176,51.18749999999999,68.70686999999997
TEST_177,26.867550000000005,39.52621999999999
TEST_178,41.148199999999996,48.203179999999975
TEST_179,66.25374999999994,54.69430000000002
TEST_180,43.84881999999999,65.22608
TEST_181,15.99487000000001,53.214569999999995
TEST_182,18.30679,33.84381
TEST_183,34.21374999999996,61.39286
TEST_184,48.25858999999998,40.61285999999996
TEST_185,19.78785,44.94822999999999
TEST_186,29.88196000000002,43.62434000000001
TEST_187,36.75021000000002,59.64016999999998
TEST_188,18.019119999999994,19.404779999999985
TEST_189,48.660219999999974,48.29642000000002
TEST_190,38.189380000000014,42.864579999999975
TEST_191,19.64534,22.80504000000001
TEST_192,16.328850000000003,56.57409999999999
TEST_193,26.190580000000008,40.00901000000001
TEST_194,17.714750000000006,28.485450000000004
TEST_195,22.117179999999994,64.11819
TEST_196,63.90651999999999,84.99325999999992
TEST_197,55.48382999999997,33.34117999999999
TEST_198,19.955510000000004,14.162300000000007
TEST_199,53.247810000000015,43.009839999999976
TEST_200,27.415019999999995,50.55810999999998
TEST_201,57.77567999999999,38.69923000000005
TEST_202,78.43384999999996,80.54233999999994
TEST_203,49.12083999999997,66.96301000000003
TEST_204,68.51686999999997,73.715239
TEST_205,19.26646,60.23057000000001
TEST_206,44.53237000000003,40.79266000000001
TEST_207,7.722190000000005,40.52658000000001
TEST_208,60.56486999999999,54.94198999999996
TEST_209,28.11779,59.84254999999997
TEST_210,56.91238000000002,48.84534999999998
TEST_211,71.51408000000004,77.66180999999997
TEST_212,9.561999999999998,42.272670000000026
TEST_213,22.07463666666665,39.30183000000002
TEST_214,25.808670000000006,62.129169999999995
TEST_215,13.622030000000004,39.13323000000002
TEST_216,49.354509999999976,24.585039999999978
TEST_217,76.75863999999997,66.43148000000001
TEST_218,84.23805999999999,58.890769999999996
TEST_219,42.517010000000006,53.38110999999999
TEST_220,19.46674,71.6983
TEST_221,28.89438000000002,50.619389999999996
TEST_222,43.96059000000001,15.20132
TEST_223,91.41323666666659,60.17380999999997
TEST_224,61.14002000000001,66.57324999999996
TEST_225,29.344630000000016,48.59114999999999
TEST_226,22.570889999999984,38.817009999999996
TEST_227,12.927119999999993,45.60842999999997
TEST_228,37.610450000000014,45.75863000000001
TEST_229,40.35181000000001,46.49798000000004
TEST_230,23.17059,50.924670000000006
TEST_231,34.99154999999999,70.15277999999992
TEST_232,26.41126999999999,58.75653000000001
TEST_233,58.85006999999995,51.07482
TEST_234,27.286250000000006,46.480649999999976
TEST_235,24.943010000000005,56.99712000000003
TEST_236,12.729560000000003,18.62060000000001
TEST_237,5.843520000000001,62.56466999999997
TEST_238,45.23644999999997,35.54187999999998
TEST_239,32.52686999999999,39.46037000000003
TEST_240,59.31962999999997,56.22661000000001
TEST_241,31.925260000000016,52.43484333333334
TEST_242,77.93101000000003,77.78165666666656
TEST_243,32.05509000000001,64.93606000000001
TEST_244,30.786189999999987,62.420609999999996
TEST_245,55.73437999999997,60.85864999999994
TEST_246,72.82186999999988,87.28274000000002
TEST_247,23.69496000000001,59.56003999999997
TEST_248,52.08334999999999,76.90190999999999
TEST_249,40.51173999999999,64.85316000000003
TEST_250,71.91639000000002,73.60613000000004
TEST_251,62.71443999999999,53.273419999999994
TEST_252,54.844899999999996,80.56884999999994
TEST_253,31.46005000000002,46.259879999999974
TEST_254,49.95154,54.38849000000001
TEST_255,24.80246,42.160510000000016
TEST_256,65.60541,66.33701499999997
TEST_257,60.49321999999998,80.34257999999994
TEST_258,42.51986000000001,64.76831999999997
TEST_259,44.48027000000002,75.09285000000001
TEST_260,59.08624999999999,66.94924
TEST_261,51.86199999999998,68.74399999999999
TEST_262,19.047530000000013,39.97905000000001
TEST_263,76.69037999999999,32.28329999999998
TEST_264,16.58469999999999,33.92990000000003
TEST_265,51.217969999999966,62.918130000000026
TEST_266,18.914310000000004,49.21979000000002
TEST_267,60.223459999999996,80.68590666666657
TEST_268,64.30042999999996,64.41382
TEST_269,32.40087833333333,24.917810000000003
TEST_270,81.59183000000003,70.37981999999994
TEST_271,42.164739999999995,79.75097000000004
TEST_272,36.78607,29.49158
TEST_273,39.28020000000001,80.40073999999997
TEST_274,11.11859,24.537179999999992
TEST_275,27.269270000000006,74.78840000000001
TEST_276,15.457310000000005,37.132299999999994
TEST_277,32.399339999999995,71.26504999999996
TEST_278,28.472700000000014,49.53624
TEST_279,31.165950000000002,73.68405999999996
TEST_280,35.84721999999999,44.82166
TEST_281,13.470669999999991,17.187099999999997
TEST_282,14.781670000000005,15.33585999999999
TEST_283,50.52609999999998,60.052423333333344
TEST_284,77.85083999999999,62.097530000000006
TEST_285,80.16802,73.16510999999997
TEST_286,80.92986999999997,62.05961999999995
TEST_287,63.39856000000002,80.79078999999997
TEST_288,45.200310000000016,68.00045999999995
TEST_289,29.06666000000001,71.17147999999996
TEST_290,22.050380000000004,46.8391
TEST_291,35.60341000000001,82.57395999999999
TEST_292,42.50918999999993,59.107429999999994
TEST_293,33.44181000000003,44.820009999999975
TEST_294,45.214230000000015,63.317620000000005
TEST_295,19.400360000000006,25.362610000000004
TEST_296,21.994860000000006,43.45225000000001
TEST_297,16.574079999999995,52.24951000000001
TEST_298,43.03506999999999,61.753900000000016
TEST_299,41.189890000000005,52.40935999999998
TEST_300,61.24981999999994,64.6705
TEST_301,53.77712,44.89899999999997
TEST_302,39.218900000000026,49.93548000000001
TEST_303,19.811829999999986,74.17323499999996
TEST_304,20.84268999999999,56.274820000000005
TEST_305,9.765789999999997,50.44482
TEST_306,19.08279000000001,32.18067999999999
TEST_307,41.30371999999999,41.493869999999994
TEST_308,30.250450000000004,60.32928999999997
TEST_309,40.379879999999964,64.12802
TEST_310,51.089940000000034,56.06461999999996
TEST_311,31.53326000000002,58.809549999999966
TEST_312,24.130979999999987,32.55435999999998
TEST_313,39.437459999999994,41.61099999999996
TEST_314,9.951769999999996,66.60239
TEST_315,24.596069999999994,55.12561999999996
TEST_316,30.813369999999992,44.48888
TEST_317,53.998179999999984,78.40289999999996
TEST_318,23.4668,63.88101000000002
TEST_319,58.466749999999976,73.90452999999998
TEST_320,27.341140000000006,26.769779999999997
TEST_321,40.29485000000001,58.153329999999976
TEST_322,72.91716999999998,30.587210000000017
TEST_323,51.051530000000014,50.80672999999997
TEST_324,29.963910000000006,68.42797999999999
TEST_325,14.03071000000001,63.88892999999997
TEST_326,51.802919999999986,69.27336999999994
TEST_327,59.82853000000003,71.81571999999993
TEST_328,80.70185,49.509730000000026
TEST_329,27.300020000000018,41.31345000000004
TEST_330,70.47700000000007,74.06325
TEST_331,32.49653999999999,79.19857999999995
TEST_332,72.86266999999998,69.41793999999999
TEST_333,15.542580000000001,18.149620000000006
TEST_334,28.516590000000015,62.44524999999999
TEST_335,49.78644,50.15512999999998
TEST_336,47.893280000000026,19.809960000000004
TEST_337,33.24027,55.705979999999954
TEST_338,47.70659000000003,72.06216999999998
TEST_339,24.64676,33.17919
TEST_340,22.52386000000001,38.21559000000001
TEST_341,33.90573999999998,49.83024999999997
TEST_342,25.113260000000004,65.44283999999999
TEST_343,49.375340000000016,46.013100000000016
TEST_344,40.576130000000006,40.73202999999999
TEST_345,40.08858000000001,73.90904999999995
TEST_346,33.69073000000001,49.73480999999996
TEST_347,84.37647000000003,81.33845000000002
TEST_348,11.150440000000003,61.12272
TEST_349,52.76057999999996,67.34364999999998
TEST_350,43.126870000000046,32.81332
TEST_351,36.4724,50.96670000000002
TEST_352,28.793590000000005,41.94893000000001
TEST_353,23.261490000000002,70.17994999999998
TEST_354,55.895189999999985,78.45856333333323
TEST_355,27.650019999999998,47.53473999999999
TEST_356,55.628370000000025,56.70711000000002
TEST_357,39.526479999999985,57.43050500000002
TEST_358,32.21894,51.95482999999999
TEST_359,32.901839999999986,47.995644999999996
TEST_360,9.298540000000004,70.02416999999998
TEST_361,30.752129999999998,66.69538999999995
TEST_362,25.021690000000007,51.95115999999997
TEST_363,50.52840999999999,48.616221999999986
TEST_364,35.742790000000014,56.39351
TEST_365,63.872509999999984,64.59266999999996
TEST_366,58.87868000000005,16.89253
TEST_367,45.741730000000004,59.30390999999999
TEST_368,42.81356000000003,62.07843
TEST_369,87.45271999999996,58.68596000000003
TEST_370,31.029690000000013,65.78256999999999
TEST_371,58.5124,70.30276999999994
TEST_372,37.215629999999976,74.27235000000003
TEST_373,28.98273000000003,53.45614999999996
TEST_374,30.39150000000001,69.35801999999995
TEST_375,45.06371999999997,88.20491999999993
TEST_376,22.381420000000002,49.81022999999999
TEST_377,57.501649999999984,49.02277999999999
TEST_378,59.24208000000001,58.00020999999997
TEST_379,55.138019999999976,68.03902999999998
TEST_380,52.69405000000003,66.73622999999996
TEST_381,44.01983000000003,70.30958
TEST_382,54.06750999999999,88.56557999999995
TEST_383,16.23491,46.45066999999999
TEST_384,71.66350999999997,70.91773999999995
TEST_385,55.557350000000014,80.47646499999996
TEST_386,8.850199999999996,65.10883999999994
TEST_387,71.45455999999996,78.52947999999995
TEST_388,41.03924,36.562310000000004
TEST_389,4.830499999999997,47.06531999999997
TEST_390,40.55701,82.39966999999993
TEST_391,14.32343,42.214539999999985
TEST_392,52.338730000000034,47.43217000000001
TEST_393,25.843469999999993,52.59834999999999
TEST_394,23.880050000000004,88.72996999999988
TEST_395,40.127359999999996,57.02639
TEST_396,30.98618000000001,29.80651
TEST_397,36.598359999999964,63.04798999999999
TEST_398,21.743359999999992,38.841660000000005
TEST_399,67.13718,66.34288999999998
TEST_400,71.03942,69.72158999999996
TEST_401,62.256340000000044,60.56567999999999
TEST_402,35.00512000000003,37.617979999999996
TEST_403,28.969300000000004,45.41045600000003
TEST_404,8.401880000000004,58.40058999999999
TEST_405,47.07010000000002,68.97168999999994
TEST_406,27.099849999999996,61.85461999999995
TEST_407,41.13945,61.28780999999999
TEST_408,28.383450000000007,52.83527
TEST_409,37.066999999999986,46.50547
TEST_410,70.33602749999996,76.97230999999995
TEST_411,49.09333999999997,43.418920000000014
TEST_412,50.98017,61.225449999999945
TEST_413,18.191409999999998,39.31723999999996
TEST_414,39.27358000000005,60.45803000000005
TEST_415,15.08532000000001,69.83961999999994
TEST_416,77.1328499999999,81.53081666666658
TEST_417,27.795900000000003,65.96848999999999
TEST_418,23.59624999999999,50.731689999999986
TEST_419,36.15152,70.52603999999998
TEST_420,20.567350000000005,62.89651
TEST_421,30.686550000000015,57.370320000000014
TEST_422,28.747679999999992,62.91347
TEST_423,20.591260000000002,67.47754
TEST_424,36.018769999999996,34.56992999999997
TEST_425,37.88662,53.55552999999997
TEST_426,42.41699000000003,44.464469999999984
TEST_427,32.43872999999998,36.61838000000001
TEST_428,77.41495,88.34387999999991
TEST_429,33.15156000000001,52.405829999999995
TEST_430,75.31327000000002,83.4268699999999
TEST_431,32.60038,57.86920999999998
TEST_432,60.376989999999985,31.691570000000002
TEST_433,39.58253,72.17974999999997
TEST_434,24.85285000000002,20.321769999999983
TEST_435,42.02737999999999,81.81371999999993
TEST_436,23.985310000000005,57.376710000000045
TEST_437,33.44255000000001,63.703489999999974
TEST_438,36.940419999999996,57.76270999999999
TEST_439,37.785310000000024,44.44395999999999
TEST_440,61.395009999999985,56.53871999999998
TEST_441,11.792039999999993,65.70004999999995
TEST_442,28.719559999999984,30.148109999999992
TEST_443,28.064479999999993,42.00746999999998
TEST_444,80.89012,78.00521999999992
TEST_445,45.282459999999986,75.51675999999998
TEST_446,19.3807,27.350989999999996
TEST_447,35.139680000000006,56.90689000000001
TEST_448,19.597990000000006,33.74302
TEST_449,7.32122,39.0949
TEST_450,76.70504999999997,71.53122333333334
TEST_451,35.92523999999999,62.37467999999997
TEST_452,28.840910000000004,55.03333999999996
TEST_453,47.81274000000004,56.96060999999998
TEST_454,40.45899999999997,42.44663000000004
TEST_455,56.87631000000003,54.584009999999964
TEST_456,26.25130000000001,57.82915000000003
TEST_457,34.21355,40.65692999999996
TEST_458,39.31099000000002,45.20373999999999
TEST_459,17.36092,30.346490000000003
TEST_460,67.76362999999996,74.90127
TEST_461,77.78756999999996,62.808640000000004
TEST_462,25.02907000000001,43.435119999999976
TEST_463,7.124920000000002,49.213599999999985
TEST_464,57.32781000000002,33.90142999999999
TEST_465,20.12953999999999,34.541979999999974
TEST_466,30.887639999999998,23.06963000000001
TEST_467,66.05099000000003,44.82448999999994
TEST_468,33.51355000000002,61.53689000000002
TEST_469,43.01324000000002,57.84063999999998
TEST_470,14.741319999999996,80.83135999999998
TEST_471,14.182510000000006,46.71447
TEST_472,23.421649999999985,44.400830000000006
TEST_473,18.20953,37.3604
TEST_474,36.07585999999998,41.81850000000002
TEST_475,39.48047,48.11985999999999
TEST_476,24.407619999999994,64.90277999999996
TEST_477,26.38759,22.089980000000004
TEST_478,21.512790000000013,59.101630000000014
TEST_479,59.79714,62.83191000000001
TEST_480,26.18547000000001,25.446820000000006
TEST_481,50.864740000000026,71.99436999999993
TEST_482,26.84592999999999,88.67431999999997
