id,MLM,HLM
TEST_324,38.030724,62.57453
TEST_325,26.976725,55.706104
TEST_326,38.769638,69.262215
TEST_327,67.41302,65.723915
TEST_328,73.82231,74.695885
TEST_329,31.584137,42.25634
TEST_330,45.4254,55.692036
TEST_331,34.26457,63.849407
TEST_332,45.608295,60.14255
TEST_333,17.17229,40.59445
TEST_334,39.369087,64.64075
TEST_335,38.595657,53.95717
TEST_336,25.865051,43.124977
TEST_337,36.727425,57.074993
TEST_338,44.704746,66.6364
TEST_339,18.27109,30.791267
TEST_340,31.286003,42.573017
TEST_341,52.31034,74.04114
TEST_342,37.28079,64.10135
TEST_343,35.373604,52.73103
TEST_344,43.099308,48.181713
TEST_345,34.09417,54.553703
TEST_346,37.387077,47.419952
TEST_347,66.799385,68.63179
TEST_348,30.088394,48.349102
TEST_349,38.72696,65.46761
TEST_350,25.84634,38.734894
TEST_351,31.709814,46.105843
TEST_352,28.12669,44.119263
TEST_353,30.451927,49.25723
TEST_354,45.92006,74.29355
TEST_355,31.01743,33.749905
TEST_356,57.728516,73.29769
TEST_357,21.572327,49.68829
TEST_358,29.99602,45.506012
TEST_359,41.61599,60.74919
TEST_360,20.23666,51.069862
TEST_361,35.389175,48.988213
TEST_362,37.57985,60.22724
TEST_363,33.39949,60.828762
TEST_364,41.768845,60.636536
TEST_365,48.340694,71.47496
TEST_366,32.28901,39.710938
TEST_367,44.940243,61.37118
TEST_368,39.060177,65.69903
TEST_369,62.411434,67.77652
TEST_370,45.142597,63.827164
TEST_371,41.609703,71.436745
TEST_372,33.83028,55.145523
TEST_373,16.852474,34.721535
TEST_374,21.070648,45.969166
TEST_375,59.633602,67.67026
TEST_376,26.467337,43.89942
TEST_377,45.203503,51.76584
TEST_378,38.95305,65.429726
TEST_379,45.402843,60.633034
TEST_380,36.928925,63.41267
TEST_381,36.224854,59.15132
TEST_382,60.43368,73.734436
TEST_383,30.641186,45.137012
TEST_384,43.72844,71.55976
TEST_385,35.44259,63.81648
TEST_386,15.502576,31.998793
TEST_387,66.98501,73.04765
TEST_388,21.125427,29.26258
TEST_389,11.939805,27.57159
TEST_390,55.57866,68.43795
TEST_391,31.719173,47.386875
TEST_392,46.162243,53.745712
TEST_393,34.941364,62.749317
TEST_394,34.119457,53.794643
TEST_395,33.91275,53.208828
TEST_396,37.277077,68.965744
TEST_397,29.403637,45.973377
TEST_398,31.10027,39.385918
TEST_399,47.65261,70.21545
TEST_400,55.74119,61.912594
TEST_401,41.893856,58.501827
TEST_402,47.69989,49.735786
TEST_403,40.39064,55.307476
TEST_404,30.765518,57.452507
TEST_405,40.495358,59.721752
TEST_406,26.459457,56.31301
TEST_407,41.656643,62.09587
TEST_408,51.7489,65.1578
TEST_409,43.206264,59.505943
TEST_410,68.63501,69.14322
TEST_411,25.61068,43.45639
TEST_412,57.5307,57.854046
TEST_413,25.939297,41.498253
TEST_414,43.714424,62.198105
TEST_415,27.721893,49.780792
TEST_416,62.625565,64.76017
TEST_417,41.716805,62.336384
TEST_418,44.99896,57.632202
TEST_419,24.110636,63.332275
TEST_420,19.884987,51.586037
TEST_421,34.99931,51.485737
TEST_422,30.748755,50.620213
TEST_423,39.614845,51.744118
TEST_424,36.96117,50.43
TEST_425,33.850483,51.6987
TEST_426,41.190056,54.351795
TEST_427,26.394808,40.290714
TEST_428,43.4973,60.14627
TEST_429,35.896214,46.311783
TEST_430,57.14223,73.555084
TEST_431,35.91174,55.991802
TEST_432,39.1873,50.365597
TEST_433,50.024883,55.887684
TEST_434,30.467587,33.077152
TEST_435,72.3741,73.34236
TEST_436,41.975246,60.849396
TEST_437,44.143745,64.54013
TEST_438,44.303978,71.61453
TEST_439,37.35176,46.508896
TEST_440,48.759575,65.446106
TEST_441,30.377151,48.412697
TEST_442,28.148407,46.949432
TEST_443,28.376497,49.164932
TEST_444,38.028896,62.29432
TEST_445,44.983723,66.8565
TEST_446,19.742058,33.316692
TEST_447,35.972034,62.760254
TEST_448,19.896412,43.66328
TEST_449,19.7614,31.348621
TEST_450,56.230644,71.44436
TEST_451,37.477844,62.72177
TEST_452,38.996178,45.93068
TEST_453,41.732662,68.543816
TEST_454,34.73286,58.231407
TEST_455,40.698605,62.16129
TEST_456,20.263645,42.80324
TEST_457,35.298748,46.99102
TEST_458,34.797318,58.499702
TEST_459,19.041155,43.20441
TEST_460,42.476692,64.04033
TEST_461,63.84662,71.49349
TEST_462,28.064579,38.0578
TEST_463,21.927294,42.79423
TEST_464,55.089165,54.48398
TEST_465,30.983303,52.981983
TEST_466,19.083082,25.106878
TEST_467,52.877377,74.9052
TEST_468,45.4055,57.92485
TEST_469,32.379536,66.42985
TEST_470,37.50365,60.71991
TEST_471,25.874317,49.936016
TEST_472,32.45028,47.694824
TEST_473,31.835209,47.819557
TEST_474,37.718483,50.29403
TEST_475,40.50478,67.11467
TEST_476,31.697315,49.927002
TEST_477,20.977869,21.106737
TEST_478,31.263533,60.43947
TEST_479,61.66704,77.319565
TEST_480,26.316124,46.047558
TEST_481,47.98528,66.28952
TEST_482,38.78086,72.60112
